,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
531,"See above. As much as the senior management like to portray an image of adaptability to its stock holders and clients, it's not all that. Perhaps it is in the education field where it has been quick to adopt new technologies and such, but in the work force it still has a way to go.","See above. As much as the senior management like to portray an image of adaptability to its stock holders and clients, it's not all that. Perhaps it is in the education field where it has been quick to adopt new technologies and such, but in the work force it still has a way to go.","Sentiment(polarity=0.13393939393939394, subjectivity=0.35090909090909095)",0.2,0.5,pos
532,"Even some people in senior management are ready to retire in this company, they still need to sell their groups.","Even some people in senior management are ready to retire in this company, they still need to sell their groups.","Sentiment(polarity=0.2, subjectivity=0.5)",0.5,0.5,pos
533,More perfance based incentives.,More perfance based incentives.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.6,1.0,pos
534,Take your own advice.,Take your own advice.,"Sentiment(polarity=0.6, subjectivity=1.0)",0.9,0.875,pos
535,Keep doing the great work and creating the awesome culture..,Keep doing the great work and creating the awesome culture..,"Sentiment(polarity=0.9, subjectivity=0.875)",0.0,0.0,neu
536,Retain your employees,Retain your employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
537,Change the review system as it should be transparent,Change the review system as it should be transparent,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
538,Neutral Views,Neutral Views,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0,0.75,pos
539,Management is doing Great Job! Keep it up!,Management is doing Great Job! Keep it up!,"Sentiment(polarity=1.0, subjectivity=0.75)",0.0,0.0,neu
540,Nothing,Nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
541,Need to focus on employee growth,Need to focus on employee growth,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
542,Must include better rewards and recognition programs,Must include better rewards and recognition programs,"Sentiment(polarity=0.5, subjectivity=0.5)",-0.39,0.78,neg
543,"Its very late, either sell the company but keep the cash cows. Yes, dont miss the cash.","Its very late, either sell the company but keep the cash cows. Yes, dont miss the cash.","Sentiment(polarity=-0.39, subjectivity=0.78)",0.20208333333333334,0.5104166666666666,pos
544,"Kindly look forward to listen more to the Analyst level employee rather than Tls or Managers, bcz they are the one who actually work hard not the Tls & Manager , they scold employee in the meeting room like hell , & always threatened about termination you if u don't follow them.","Kindly look forward to listen more to the Analyst level employee rather than Tls or Managers, bcz they are the one who actually work hard not the Tls & Manager , they scold employee in the meeting room like hell , & always threatened about termination you if u don't follow them.","Sentiment(polarity=0.20208333333333334, subjectivity=0.5104166666666666)",0.8,0.75,pos
545,Keep doing the great work.,Keep doing the great work.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.26666666666666666,0.11666666666666665,pos
546,Core + Mobility is the best policy to sustain. At times middle management is missing the Core.,Core + Mobility is the best policy to sustain. At times middle management is missing the Core.,"Sentiment(polarity=0.26666666666666666, subjectivity=0.11666666666666665)",0.0,0.0,neu
547,None,None,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
548,Need to improve their thinking process,Need to improve their thinking process,"Sentiment(polarity=0.0, subjectivity=0.0)",0.9099999999999999,0.7800000000000001,pos
549,very good management,very good management,"Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)",0.14285714285714285,0.26785714285714285,pos
550,Treat MNC in right way should not behave like govt local company,Treat MNC in right way should not behave like govt local company,"Sentiment(polarity=0.14285714285714285, subjectivity=0.26785714285714285)",0.0,0.0,neu
551,Keep it up.,Keep it up.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
552,None,None,"Sentiment(polarity=0.0, subjectivity=0.0)",0.275,0.5,pos
553,Organize more hackathons/innovation events where tech teams can build features general or for the platform,Organize more hackathons/innovation events where tech teams can build features general or for the platform,"Sentiment(polarity=0.275, subjectivity=0.5)",0.0,0.0,neu
554,Pay as per the needs.,Pay as per the needs.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
555,Please give do e power to hr,Please give do e power to hr,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.07692307692307693,neu
556,Give employees a chance to tell the issues they face while and when they work. Take regular feedback w.r.t. how and what they feel about the work in an anonymous manner.,Give employees a chance to tell the issues they face while and when they work. Take regular feedback w.r.t. how and what they feel about the work in an anonymous manner.,"Sentiment(polarity=0.0, subjectivity=0.07692307692307693)",0.4333333333333333,0.4000000000000001,pos
557,Technology team needs more professional and IP team should have good managers who don't do micro management and harassments . should value the reporties without politcs,Technology team needs more professional and IP team should have good managers who don't do micro management and harassments . should value the reporties without politcs,"Sentiment(polarity=0.4333333333333333, subjectivity=0.4000000000000001)",0.0,0.0,neu
558,Take care of your tenured employees,Take care of your tenured employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.5,neu
559,Open an office in Pune location as well,Open an office in Pune location as well,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.0,neu
560,See your teams as your family,See your teams as your family,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
561,Please get a eye on managers who are behaving or therating there team members beacuse he cant manage the team,Please get a eye on managers who are behaving or therating there team members beacuse he cant manage the team,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
562,Nothing,Nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.45499999999999996,0.39000000000000007,pos
563,"No advice, it is overall very good","No advice, it is overall very good","Sentiment(polarity=0.45499999999999996, subjectivity=0.39000000000000007)",0.0,0.0,neu
564,NIL,NIL,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
565,Please recognize the talent irrespective of SNL vs CIQ employees.,Please recognize the talent irrespective of SNL vs CIQ employees.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.08611111111111111,0.4722222222222222,pos
566,Work from home should be encouraged to employ more women. Cab facility is a big let down and should start especially for women,Work from home should be encouraged to employ more women. Cab facility is a big let down and should start especially for women,"Sentiment(polarity=0.08611111111111111, subjectivity=0.4722222222222222)",0.5,0.75,pos
567,Be more creative,Be more creative,"Sentiment(polarity=0.5, subjectivity=0.75)",0.24375,0.6437500000000002,pos
568,Doing good job so far. Only advice is look after your tenured people more. My department is old but we have only freshers around. If people are your true assets then you should really invest in them.,Doing good job so far. Only advice is look after your tenured people more. My department is old but we have only freshers around. If people are your true assets then you should really invest in them.,"Sentiment(polarity=0.24375, subjectivity=0.6437500000000002)",0.0,0.0,neu
569,"Analyze salary of Software Department in market, and revise accordingly.","Analyze salary of Software Department in market, and revise accordingly.","Sentiment(polarity=0.0, subjectivity=0.0)",0.7250000000000001,0.875,pos
570,nothing. they are great and very supportive,nothing. they are great and very supportive,"Sentiment(polarity=0.7250000000000001, subjectivity=0.875)",0.0,0.0,neu
571,,nan,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.125,0.375,neg
572,Don't become like any other BPO.,Don't become like any other BPO.,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.0,0.0,neu
573,Upgrade technology,Upgrade technology,"Sentiment(polarity=0.0, subjectivity=0.0)",0.04545454545454545,0.35151515151515156,pos
574,Encourage growth in technical skillset development of employees with new tech stack and open source forums.,Encourage growth in technical skillset development of employees with new tech stack and open source forums.,"Sentiment(polarity=0.04545454545454545, subjectivity=0.35151515151515156)",0.0,0.3,neu
575,Salary is too low...,Salary is too low...,"Sentiment(polarity=0.0, subjectivity=0.3)",0.5,0.5,pos
576,better to skip politics in performance and promotions issue,better to skip politics in performance and promotions issue,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,pos
577,"Be transparent
Focus more on employees then to just on managers and director.
Don't just say, implement it too","Be transparent
Focus more on employees then to just on managers and director.
Don't just say, implement it too","Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
578,try to ease the employee,try to ease the employee,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
579,Need to Hire some energetic managers,Need to Hire some energetic managers,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
580,NC,NC,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
581,,nan,"Sentiment(polarity=0.0, subjectivity=0.0)",0.375,0.5,pos
582,Should be friendly with the employees.,Should be friendly with the employees.,"Sentiment(polarity=0.375, subjectivity=0.5)",0.0,0.0,neu
583,Accept suggestions from others,Accept suggestions from others,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.6833333333333332,neu
584,Don't hire people from outside Ahmedabad especially for Ahmedabad location only,Don't hire people from outside Ahmedabad especially for Ahmedabad location only,"Sentiment(polarity=0.0, subjectivity=0.6833333333333332)",0.0,0.07692307692307693,neu
585,Management have neet regularly to the team,Management have neet regularly to the team,"Sentiment(polarity=0.0, subjectivity=0.07692307692307693)",0.0,0.0,neu
586,please  give ply to intern,please  give ply to intern,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
587,Mgmt is doing well. Need to manage the operational centers better. Act on export talent part,Mgmt is doing well. Need to manage the operational centers better. Act on export talent part,"Sentiment(polarity=0.5, subjectivity=0.5)",0.7,0.6000000000000001,pos
588,Everything good.,Everything good.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.21212121212121213,0.35151515151515156,pos
589,If they create a new path to learn technical stuff and provides transport facility for both sides then the org' will work in better way.,If they create a new path to learn technical stuff and provides transport facility for both sides then the org' will work in better way.,"Sentiment(polarity=0.21212121212121213, subjectivity=0.35151515151515156)",0.0,0.0,neu
590,Change the work culture.,Change the work culture.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.05555555555555556,0.8888888888888888,pos
591,Take your employees seriously and invest in them. Only then expect your clients to be satisfied with your product.,Take your employees seriously and invest in them. Only then expect your clients to be satisfied with your product.,"Sentiment(polarity=0.05555555555555556, subjectivity=0.8888888888888888)",0.0,0.0,neu
592,provide space for learning,provide space for learning,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5416666666666666,0.6296296296296297,pos
593,Build better training processes and encourage more competitive work in terms of the research fields for sure!,Build better training processes and encourage more competitive work in terms of the research fields for sure!,"Sentiment(polarity=0.5416666666666666, subjectivity=0.6296296296296297)",-0.15555555555555559,0.2888888888888889,neg
594,"- add the onsite opportunity to employees
- there are a lot of employee politics in ratings, try to get them down","- add the onsite opportunity to employees
- there are a lot of employee politics in ratings, try to get them down","Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",0.0,0.0,neu
595,Should focus on employes skill development.,Should focus on employes skill development.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.13636363636363635,0.45454545454545453,pos
596,Management of the company should emphasize on some new products and ideas.,Management of the company should emphasize on some new products and ideas.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,pos
597,"Please improve the infrastructure facilities and 
spend some money on L&D  that will help to employees to learn new technologies.","Please improve the infrastructure facilities and 
spend some money on L&D  that will help to employees to learn new technologies.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.0,0.0,neu
598,Do motivate and promote Employees which built there Confidence and motivate them to work,Do motivate and promote Employees which built there Confidence and motivate them to work,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.4,neu
599,IT Management should look at areas like promotions for the individual who has been performing well.,IT Management should look at areas like promotions for the individual who has been performing well.,"Sentiment(polarity=0.0, subjectivity=0.4)",0.221969696969697,0.45909090909090905,pos
600,"Huge changes required as till the time there is no new blood at the  top & the middle level management, things will not change. Currently people at the top do not have varied organisational experience which is a hinderance in accepting changes","Huge changes required as till the time there is no new blood at the  top & the middle level management, things will not change. Currently people at the top do not have varied organisational experience which is a hinderance in accepting changes","Sentiment(polarity=0.221969696969697, subjectivity=0.45909090909090905)",0.19999999999999998,0.5,pos
601,Please look at the tenure of good work the employees have put in at least for the lower level promotions.,Please look at the tenure of good work the employees have put in at least for the lower level promotions.,"Sentiment(polarity=0.19999999999999998, subjectivity=0.5)",-0.16666666666666666,0.5833333333333333,neg
602,Please take your employees(genuine ones not the licker ones) suggestion seriously. That would be enough.,Please take your employees(genuine ones not the licker ones) suggestion seriously. That would be enough.,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.5833333333333333)",0.0,0.0,neu
603,"Designation for Automation Engineers should be SDET
Revisit the eligibility criteria for GRP program","Designation for Automation Engineers should be SDET
Revisit the eligibility criteria for GRP program","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.4,neu
604,"- Need to support Managers/AM's in managing indisciplined IC's.
- Rethink about our current salary bands.","- Need to support Managers/AM's in managing indisciplined IC's.
- Rethink about our current salary bands.","Sentiment(polarity=0.0, subjectivity=0.4)",0.1,0.1,pos
605,Be a professional,Be a professional,"Sentiment(polarity=0.1, subjectivity=0.1)",-0.19166666666666665,0.07666666666666666,neg
606,Less politics and openness. Market raise is very less and dominating to employees,Less politics and openness. Market raise is very less and dominating to employees,"Sentiment(polarity=-0.19166666666666665, subjectivity=0.07666666666666666)",0.275,0.34423076923076923,pos
607,"Reward deserving employees on a regular basis.
Integration with global teams for more opportunities","Reward deserving employees on a regular basis.
Integration with global teams for more opportunities","Sentiment(polarity=0.275, subjectivity=0.34423076923076923)",0.0,0.0,neu
608,Nothing to mention,Nothing to mention,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
609,#NAME?,#NAME?,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
610,Need to change leadership skills. Give more opportunity to employees to keep them motivated,Need to change leadership skills. Give more opportunity to employees to keep them motivated,"Sentiment(polarity=0.5, subjectivity=0.5)",0.375,0.5,pos
611,"Management should improve their behavior towards the production employees. They need to be friendly, rather to be bossy.","Management should improve their behavior towards the production employees. They need to be friendly, rather to be bossy.","Sentiment(polarity=0.375, subjectivity=0.5)",0.0,0.0,neu
612,take care of your employess,take care of your employess,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.5,neu
613,"improve chair quality, food quality, hire local people as much as possible in cities where Company has office,","improve chair quality, food quality, hire local people as much as possible in cities where Company has office,","Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.0,neu
614,No,No,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.125,0.5,neg
615,"Recovery trust deficit among employees and no more scope for intellectuals,  managers should have open mind skillset for the candidate skills and knowledge.","Recovery trust deficit among employees and no more scope for intellectuals,  managers should have open mind skillset for the candidate skills and knowledge.","Sentiment(polarity=-0.125, subjectivity=0.5)",0.0,0.0,neu
616,Value your employees,Value your employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
617,Nothing !,Nothing !,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7,0.6000000000000001,pos
618,Identify good people from team for manager,Identify good people from team for manager,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.11904761904761905,0.23214285714285712,pos
619,"Middle level management imrovement,allign work with employee development also by giving training on specific and special skills.","Middle level management imrovement,allign work with employee development also by giving training on specific and special skills.","Sentiment(polarity=0.11904761904761905, subjectivity=0.23214285714285712)",0.0,0.0,neu
620,stop the regional biasness environment in office,stop the regional biasness environment in office,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2222222222222222,0.4861111111111111,pos
621,Goal settings should be more realistic and should not entirely be judged by manager,Goal settings should be more realistic and should not entirely be judged by manager,"Sentiment(polarity=0.2222222222222222, subjectivity=0.4861111111111111)",0.0,0.0,neu
622,no advice,no advice,"Sentiment(polarity=0.0, subjectivity=0.0)",0.4380952380952381,0.7666666666666666,pos
623,The management should take some steps towards rewarding the deserving employees. Promotions should be given purely on the basis of performance.,The management should take some steps towards rewarding the deserving employees. Promotions should be given purely on the basis of performance.,"Sentiment(polarity=0.4380952380952381, subjectivity=0.7666666666666666)",0.0,0.0,neu
624,,nan,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0875,0.10833333333333334,pos
625,"- First of all get some managerial skills before managing people
- go get some spoken English as even managers dont know how to speak in English
- be professional and stop eating gutkha and pan masala in the campus
- dont manipulate the employees, I","- First of all get some managerial skills before managing people
- go get some spoken English as even managers dont know how to speak in English
- be professional and stop eating gutkha and pan masala in the campus
- dont manipulate the employees, I","Sentiment(polarity=0.0875, subjectivity=0.10833333333333334)",0.1,0.2,pos
626,"Review the employee benefits.
Apply old policies to employees.","Review the employee benefits.
Apply old policies to employees.","Sentiment(polarity=0.1, subjectivity=0.2)",0.25,0.5,pos
627,Could allow sabbatical for students going for higher studies.,Could allow sabbatical for students going for higher studies.,"Sentiment(polarity=0.25, subjectivity=0.5)",0.0,0.0,neu
628,Transparency should maintain in applying the policies.,Transparency should maintain in applying the policies.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
629,--,--,"Sentiment(polarity=0.0, subjectivity=0.0)",0.13636363636363635,0.45454545454545453,pos
630,Get the new breed in and lets bring that change that is the need of the hour.,Get the new breed in and lets bring that change that is the need of the hour.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.037500000000000006,0.6499999999999999,pos
631,Adopt latest advents in technology fast! The firm is already way behind it's competitors.,Adopt latest advents in technology fast! The firm is already way behind it's competitors.,"Sentiment(polarity=0.037500000000000006, subjectivity=0.6499999999999999)",0.7,0.6000000000000001,pos
632,Good place.,Good place.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.2,0.5,pos
633,A lot of good work is going in. But current managers in Indian offices are most likely to let it go waste which will eventually impact growth of people in Gurgaon and Hyderabad,A lot of good work is going in. But current managers in Indian offices are most likely to let it go waste which will eventually impact growth of people in Gurgaon and Hyderabad,"Sentiment(polarity=0.2, subjectivity=0.5)",0.425,0.525,pos
634,"more integration with global teams, on-site opportunities, challenging work roles to be offered, rest everything is good","more integration with global teams, on-site opportunities, challenging work roles to be offered, rest everything is good","Sentiment(polarity=0.425, subjectivity=0.525)",0.8,0.75,pos
635,it's a great company don't ruin it.,it's a great company don't ruin it.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.0,0.0,neu
636,no advice from my side,no advice from my side,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
637,Need to shift to Managment Style rather than Racism.,Need to shift to Managment Style rather than Racism.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
638,Need to be more transparent in their appraisal and promotion policies.,Need to be more transparent in their appraisal and promotion policies.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
639,"improve salary, handle minimum pressure to employee","improve salary, handle minimum pressure to employee","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
640,"for girls, please allow them to work in day shifts.","for girls, please allow them to work in day shifts.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.1,neu
641,Need to implement proper training.,Need to implement proper training.,"Sentiment(polarity=0.0, subjectivity=0.1)",-0.275,0.5333333333333333,neg
642,"Don't turn a blind eye on people who have stayed with the company for long, make them accountable for their actions.","Don't turn a blind eye on people who have stayed with the company for long, make them accountable for their actions.","Sentiment(polarity=-0.275, subjectivity=0.5333333333333333)",0.0,0.0,neu
643,No No No NO No,No No No NO No,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
644,Adopt means to retain talent,Adopt means to retain talent,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3,0.3,pos
645,Be more rationale & professional,Be more rationale & professional,"Sentiment(polarity=0.3, subjectivity=0.3)",0.10500000000000001,0.49000000000000005,pos
646,Stop nepotism and start promoting real talent so that it is in the better interest of the organization as well as the individual. Immature people will only take you that far. People sitting on their comfortable chairs for past 10-20 years should be shown the outside world so that they understand what are the current trends in the market. This might help them shed their old school thoughts,Stop nepotism and start promoting real talent so that it is in the better interest of the organization as well as the individual. Immature people will only take you that far. People sitting on their comfortable chairs for past 10-20 years should be shown the outside world so that they understand what are the current trends in the market. This might help them shed their old school thoughts,"Sentiment(polarity=0.10500000000000001, subjectivity=0.49000000000000005)",0.0,0.0,neu
647,Modify the pay structure,Modify the pay structure,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
648,Can be more,Can be more,"Sentiment(polarity=0.5, subjectivity=0.5)",0.35,0.55,pos
649,"nothing as such, all good and keep it up.","nothing as such, all good and keep it up.","Sentiment(polarity=0.35, subjectivity=0.55)",-0.07666666666666667,0.5633333333333334,neg
650,"I really want higher management to know that people in your company are devastating your company's reputation. They don't give a damn about anybody, company is full of politics, People there only think about themselves. People leave in very few months. You should look into this.","I really want higher management to know that people in your company are devastating your company's reputation. They don't give a damn about anybody, company is full of politics, People there only think about themselves. People leave in very few months. You should look into this.","Sentiment(polarity=-0.07666666666666667, subjectivity=0.5633333333333334)",0.1,0.4,pos
651,Direct communication with employees regarding their doubts,Direct communication with employees regarding their doubts,"Sentiment(polarity=0.1, subjectivity=0.4)",0.5,0.5,pos
652,show more interest in employees,show more interest in employees,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
653,no need of advises...,no need of advises...,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
654,think about your employees too at the lowest level,think about your employees too at the lowest level,"Sentiment(polarity=0.0, subjectivity=0.0)",0.06818181818181818,0.4772727272727273,pos
655,Nothing as such. I am still fairly new to the Org...,Nothing as such. I am still fairly new to the Org...,"Sentiment(polarity=0.06818181818181818, subjectivity=0.4772727272727273)",0.7,0.6000000000000001,pos
656,Good Management,Good Management,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.0,neu
657,Give the reason why candidate not selected in interview,Give the reason why candidate not selected in interview,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7,0.6000000000000001,pos
658,keep up the good work,keep up the good work,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.45,0.65,pos
659,need to give more free atmosphere to work for employees,need to give more free atmosphere to work for employees,"Sentiment(polarity=0.45, subjectivity=0.65)",0.25606060606060604,0.49659090909090914,pos
660,"One, Please make the new employees comfortable. And conduct some basic welcome. It is really disheartening to see such an unwelcome atmosphere. Two, please try and consult the employee before dumping him/her into a team.","One, Please make the new employees comfortable. And conduct some basic welcome. It is really disheartening to see such an unwelcome atmosphere. Two, please try and consult the employee before dumping him/her into a team.","Sentiment(polarity=0.25606060606060604, subjectivity=0.49659090909090914)",0.75,0.8,pos
661,Good company to work with and attractive remuneration,Good company to work with and attractive remuneration,"Sentiment(polarity=0.75, subjectivity=0.8)",0.0,0.0,neu
662,Nothing,Nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.42000000000000004,0.44000000000000006,pos
663,Well. you guys are doing good. get a better office with more space. Most of the people don't like sitting as if they are in a call center.,Well. you guys are doing good. get a better office with more space. Most of the people don't like sitting as if they are in a call center.,"Sentiment(polarity=0.42000000000000004, subjectivity=0.44000000000000006)",0.2,0.325,pos
664,"Be transparent
Stop reliance on specific few - Give opportunities to others who may be more capable
Get better HR facilitators","Be transparent
Stop reliance on specific few - Give opportunities to others who may be more capable
Get better HR facilitators","Sentiment(polarity=0.2, subjectivity=0.325)",0.03452380952380952,0.17817460317460318,pos
665,"i have lot of advice to the managers

- First of all get some managerial skills before managing people
- go get some spoken english as even managers  dont know how to speak in english
- be professional and stop eating gutkha and pan masala in the campus
- dont manipulate the employees, Instead do your work properly
- dont threaten the employees coz u have no right to do that
- go and get some knowledge about ethics and values","i have lot of advice to the managers

- First of all get some managerial skills before managing people
- go get some spoken english as even managers  dont know how to speak in english
- be professional and stop eating gutkha and pan masala in the campus
- dont manipulate the employees, Instead do your work properly
- dont threaten the employees coz u have no right to do that
- go and get some knowledge about ethics and values","Sentiment(polarity=0.03452380952380952, subjectivity=0.17817460317460318)",0.43333333333333335,0.5666666666666668,pos
666,"Kindly have a catch up with ground level people rather just having catch up with managers, coz real problems lies at ground not on top","Kindly have a catch up with ground level people rather just having catch up with managers, coz real problems lies at ground not on top","Sentiment(polarity=0.43333333333333335, subjectivity=0.5666666666666668)",-0.22499999999999992,0.5833333333333333,neg
667,Sop changing higher management. Placing SNL management is bad for CapitalIQ employees.,Sop changing higher management. Placing SNL management is bad for CapitalIQ employees.,"Sentiment(polarity=-0.22499999999999992, subjectivity=0.5833333333333333)",-0.125,0.375,neg
668,Don't think that you are the owner of the company. You are also an employee just like any other junior employee.,Don't think that you are the owner of the company. You are also an employee just like any other junior employee.,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.3214285714285714,0.3839285714285714,pos
669,"Holding too many team meetings and town halls is not going to change the way it is right now.
Stop fooling upper management and do some sincere efforts.","Holding too many team meetings and town halls is not going to change the way it is right now.
Stop fooling upper management and do some sincere efforts.","Sentiment(polarity=0.3214285714285714, subjectivity=0.3839285714285714)",0.0,0.0,neu
670,none,none,"Sentiment(polarity=0.0, subjectivity=0.0)",0.16805555555555554,0.33194444444444443,pos
671,"Get people from good b schools in mid level management, empower the HR to create a healthy blend of hard and soft HR policies. Bottomline employee strength also needs to empowered, and remove the inefficient mid level supervisors.","Get people from good b schools in mid level management, empower the HR to create a healthy blend of hard and soft HR policies. Bottomline employee strength also needs to empowered, and remove the inefficient mid level supervisors.","Sentiment(polarity=0.16805555555555554, subjectivity=0.33194444444444443)",-0.3,0.4,neg
672,The company should attempt to retain the work culture that was in place before the merger or at least get feedback.,The company should attempt to retain the work culture that was in place before the merger or at least get feedback.,"Sentiment(polarity=-0.3, subjectivity=0.4)",0.5,0.5,pos
673,"A transparent system of Variable component,
A performance based work culture should incorporate .
more engagement with employees .","A transparent system of Variable component,
A performance based work culture should incorporate .
more engagement with employees .","Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
674,No advice,No advice,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.025,0.125,neg
675,"In my opinion, management should adopt flat hierarchical level of management.","In my opinion, management should adopt flat hierarchical level of management.","Sentiment(polarity=-0.025, subjectivity=0.125)",0.0,0.0,neu
676,Nothing,Nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.19999999999999998,0.3,pos
677,Needs to understand that employees are real asset and hence start investing in them. A lot of employees who have spent more than 3 years start to feel neglected.,Needs to understand that employees are real asset and hence start investing in them. A lot of employees who have spent more than 3 years start to feel neglected.,"Sentiment(polarity=0.19999999999999998, subjectivity=0.3)",0.04722222222222221,0.2694444444444445,pos
678,Salary bands requires revision NOT up or down it requires to be consistent,Salary bands requires revision NOT up or down it requires to be consistent,"Sentiment(polarity=0.04722222222222221, subjectivity=0.2694444444444445)",0.203125,0.4,pos
679,Higher Stake Holders Frequent review meet with employees!!,Higher Stake Holders Frequent review meet with employees!!,"Sentiment(polarity=0.203125, subjectivity=0.4)",0.0,0.0,neu
680,No advices,No advices,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
681,think about employee benefits more,think about employee benefits more,"Sentiment(polarity=0.5, subjectivity=0.5)",0.23333333333333336,0.39666666666666667,pos
682,Immediate revamp of middle management is very essential to held bright people,Immediate revamp of middle management is very essential to held bright people,"Sentiment(polarity=0.23333333333333336, subjectivity=0.39666666666666667)",0.5,0.5,pos
683,We could have more transparency and better job rotations.,We could have more transparency and better job rotations.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.22499999999999998,0.32500000000000007,pos
684,"I know its growing with big names and mergers,  why not let the good old capital iq be alive in there somewhere.","I know its growing with big names and mergers,  why not let the good old capital iq be alive in there somewhere.","Sentiment(polarity=0.22499999999999998, subjectivity=0.32500000000000007)",0.9099999999999999,0.7800000000000001,pos
685,Very good management,Very good management,"Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)",-0.1,0.3,neg
686,Keep two managers in performance review. Managers are partial. Take interviews in Telugu.,Keep two managers in performance review. Managers are partial. Take interviews in Telugu.,"Sentiment(polarity=-0.1, subjectivity=0.3)",0.5333333333333333,0.6333333333333333,pos
