,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
430,431,50,"good pay, good work culture",3,"good pay, good work culture",good pay good work culture,"culture, work"
431,432,50,"There are a lot of opportunities for growth and transfer in different office locations worldwide, flexible schedule, great environment and culture",2,"There are a lot of opportunities for growth and transfer in different office locations worldwide, flexible schedule, great environment and culture",there are a lot of opportunities for growth and transfer in different office locations worldwide flexible schedule great environment and culture,"culture, flexible, environment, great"
432,433,50,Great company to work with!,3,Great company to work with!,great company to work with ,"work, company"
433,434,50,The Company is of no use. So there is no Pros in this company.,2,The Company is of no use. So there is no Pros in this company.,the company is of no use so there is no pros in this company ,
434,435,50,"Average salary with some flexibility for family life, only if you are on the ""favorite"" list.",5,"Average salary with some flexibility for family life, only if you are on the ""favorite"" list.",average salary with some flexibility for family life only if you are on the favorite list ,salary
435,436,50,Relaxed working environment. Good work life balance,3,Relaxed working environment. Good work life balance,relaxed working environment good work life balance,"work, balance, working"
436,437,50,"Flexibility in the company, you can change from office around the world for a couple of weeks if you want, a lot of home office is possible",5,"Flexibility in the company, you can change from office around the world for a couple of weeks if you want, a lot of home office is possible",flexibility in the company you can change from office around the world for a couple of weeks if you want a lot of home office is possible,home
437,438,50,good culture and work life,5,good culture and work life,good culture and work life,"culture, work"
438,439,50,Decent pay. Flat organization. Nice NY office space.,2,Decent pay. Flat organization. Nice NY office space.,decent pay flat organization nice ny office space ,
439,440,50,Only good thing about it is once upon a time it was part of a good company Morgan Stanley Now all the good people have left and comapny is left with mediocre people where the manager believes there main part is playing politics,2,Only good thing about it is once upon a time it was part of a good company Morgan Stanley Now all the good people have left and comapny is left with mediocre people where the manager believes there main part is playing politics,only good thing about it is once upon a time it was part of a good company morgan stanley now all the good people have left and comapny is left with mediocre people where the manager believes there main part is playing politics,"company, people"
440,441,51,This is a very reputed firm and for good reasons. Compensation is among the best. Most people are very smart.,3,This is a very reputed firm and for good reasons. Compensation is among the best. Most people are very smart.,this is a very reputed firm and for good reasons compensation is among the best most people are very smart ,people
441,442,51,- Benefits - Great environment - Multinational environment,2,- Benefits - Great environment - Multinational environment, benefits great environment multinational environment,environment
442,443,51,"-Culture is very open, inclusive and vibrant. -Seniors are approachable. -Goals of Business are clear and shared to with us every year to align our department goals. -No Ratings/ No Bell Curve in performance appraisal- Which is fantastic!",3,"-Culture is very open, inclusive and vibrant. -Seniors are approachable. -Goals of Business are clear and shared to with us every year to align our department goals. -No Ratings/ No Bell Curve in performance appraisal- Which is fantastic!", culture is very open inclusive and vibrant seniors are approachable goals of business are clear and shared to with us every year to align our department goals no ratings no bell curve in performance appraisal which is fantastic ,
443,444,51,"company culture, benefits,compensation, office, flexible work schedule, good atmosphere",2,"company culture, benefits,compensation, office, flexible work schedule, good atmosphere",company culture benefits compensation office flexible work schedule good atmosphere,"work, flexible, company"
444,445,51,"Global finance exposure, develop finance and IT knowledge, good agile team, well known brand globally, stable place for a long term career.",5,"Global finance exposure, develop finance and IT knowledge, good agile team, well known brand globally, stable place for a long term career.",global finance exposure develop finance and it knowledge good agile team well known brand globally stable place for a long term career ,place
445,446,51,"Was great team dynamics 10 years ago. New management slowly killed jobs, morale and innovation. Interns can be helpful, before they move on and don't look back",3,"Was great team dynamics years ago. New management slowly killed jobs, morale and innovation. Interns can be helpful, before they move on and don't look back",was great team dynamics years ago new management slowly killed jobs morale and innovation interns can be helpful before they move on and don t look back,"management, great"
446,447,51,Good culture and decent benefits,5,Good culture and decent benefits,good culture and decent benefits,"culture, benefits"
447,448,51,"Very professional organization, good benefits",5,"Very professional organization, good benefits",very professional organization good benefits,benefits
448,449,51,"Growing company, stable job. My colleagues were generally very pleasant to work with.",2,"Growing company, stable job. My colleagues were generally very pleasant to work with.",growing company stable job my colleagues were generally very pleasant to work with ,work
449,450,51,"Great Process, work life balance and good culture I didn't find politics in teams Professional and good people HR are great",2,"Great Process, work life balance and good culture I didn't find politics in teams Professional and good people HR are great",great process work life balance and good culture i didn t find politics in teams professional and good people hr are great,"balance, people, culture, work, great"
450,451,53,Great company to work in. There is a great working environment.,3,Great company to work in. There is a great working environment.,great company to work in there is a great working environment ,"great, work, company, working"
451,452,53,"Flexibility of timings, Good hike on joining, Nice office space",2,"Flexibility of timings, Good hike on joining, Nice office space",flexibility of timings good hike on joining nice office space,
452,453,53,the compensation is good and they give a yearly bonus however total compensation is not so great.,3,the compensation is good and they give a yearly bonus however total compensation is not so great.,the compensation is good and they give a yearly bonus however total compensation is not so great ,compensation
453,454,53,Employee friendly. Good compensation. Talented colleagues.,2,Employee friendly. Good compensation. Talented colleagues.,employee friendly good compensation talented colleagues ,
454,455,53,Flexible Full of opportunity and learning Work life balance,5,Flexible Full of opportunity and learning Work life balance,flexible full of opportunity and learning work life balance,balance
455,456,53,They had good culture and good health Benefits,3,They had good culture and good health Benefits,they had good culture and good health benefits,"culture, health"
456,457,53,Management spends very little on initiatives so they can put this money into bonuses. People are well compensated but there is no work life balance so this compensation comes at a big personal price.,5,Management spends very little on initiatives so they can put this money into bonuses. People are well compensated but there is no work life balance so this compensation comes at a big personal price.,management spends very little on initiatives so they can put this money into bonuses people are well compensated but there is no work life balance so this compensation comes at a big personal price ,"compensation, work, balance"
457,458,53,"Far pay, fair hours, good work",5,"Far pay, fair hours, good work",far pay fair hours good work,work
458,459,53,Strong Index business unit with good client list and dedicated people in various business units.,2,Strong Index business unit with good client list and dedicated people in various business units.,strong index business unit with good client list and dedicated people in various business units ,people
459,460,53,Great office facilities and time convenience,2,Great office facilities and time convenience,great office facilities and time convenience,
460,461,55,"I worked with MSCI for almost a year. Flexible work hours, Work life balance, Learning opportunities.",3,"I worked with MSCI for almost a year. Flexible work hours, Work life balance, Learning opportunities.",i worked with msci for almost a year flexible work hours work life balance learning opportunities ,work
461,462,55,"Work from home option, Pleasant environment, Competitive salary, Opportunities to move to the developed markets.",2,"Work from home option, Pleasant environment, Competitive salary, Opportunities to move to the developed markets.",work from home option pleasant environment competitive salary opportunities to move to the developed markets ,home
462,463,55,"10% pension scheme, can't think of anything else. Private Dental, Bupa, private GP service, cycle to work scheme. Nice building.",3,"% pension scheme, can't think of anything else. Private Dental, Bupa, private GP service, cycle to work scheme. Nice building.", pension scheme can t think of anything else private dental bupa private gp service cycle to work scheme nice building ,work
463,464,55,"Great personality amongst employees. Great opportunity to get experience, with lovely people. Basic perks included",2,"Great personality amongst employees. Great opportunity to get experience, with lovely people. Basic perks included",great personality amongst employees great opportunity to get experience with lovely people basic perks included,
464,465,55,"My team is great, I have a good life/work balance",5,"My team is great, I have a good life/work balance",my team is great i have a good life work balance,balance
465,466,55,"Like most places, there are some really talented and intelligent people working here. You can escape the long hours and high stress of the investment banking world. MSCI pays well. Great benefits including gym membership discounts, backup daycare and 16 weeks of maternity leave.",3,"Like most places, there are some really talented and intelligent people working here. You can escape the long hours and high stress of the investment banking world. MSCI pays well. Great benefits including gym membership discounts, backup daycare and weeks of maternity leave.",like most places there are some really talented and intelligent people working here you can escape the long hours and high stress of the investment banking world msci pays well great benefits including gym membership discounts backup daycare and weeks of maternity leave ,"people, talented, benefits, hours, working"
466,467,55,Great Working culture you can grow,5,Great Working culture you can grow,great working culture you can grow,culture
467,468,55,Good hours fair pay. Lots of talented people in the research department. Corporate culture is slightly better than some other rat race financial institutions.,5,Good hours fair pay. Lots of talented people in the research department. Corporate culture is slightly better than some other rat race financial institutions.,good hours fair pay lots of talented people in the research department corporate culture is slightly better than some other rat race financial institutions ,"culture, hours, talented, people"
468,469,55,Good work environment Acceptable work-life balance Opportunities to transfer abroad Leading company in its industry,2,Good work environment Acceptable work-life balance Opportunities to transfer abroad Leading company in its industry,good work environment acceptable work life balance opportunities to transfer abroad leading company in its industry,"environment, work, balance, company"
469,470,55,"Decent work life balance, flexible hours, salary and benefits, able hr team up to 2014",2,"Decent work life balance, flexible hours, salary and benefits, able hr team up to ",decent work life balance flexible hours salary and benefits able hr team up to ,"work, flexible, salary"
470,471,56,"Pay is good, Benefits were good",3,"Pay is good, Benefits were good",pay is good benefits were good,
471,472,56,Good life and work balance ; Compensation is good for fresh graduates,2,Good life and work balance ; Compensation is good for fresh graduates,good life and work balance compensation is good for fresh graduates,"work, balance"
472,473,56,Very employee friendly and lots of events organized. Good benefits for employees,3,Very employee friendly and lots of events organized. Good benefits for employees,very employee friendly and lots of events organized good benefits for employees,"friendly, benefits"
473,474,56,Ok work environment. Good work/life balance,2,Ok work environment. Good work/life balance,ok work environment good work life balance,"work, balance"
474,475,56,Good basic pay and flexible work schedule,5,Good basic pay and flexible work schedule,good basic pay and flexible work schedule,"work, flexible, pay"
475,476,56,Excellent research team and market leader in global indexing.,3,Excellent research team and market leader in global indexing.,excellent research team and market leader in global indexing ,
476,477,56,"International, Innovative, Client-Focused, Future-Facing, Corporate",5,"International, Innovative, Client-Focused, Future-Facing, Corporate",international innovative client focused future facing corporate,
477,478,56,"20 day vacation each year, great packages",5," day vacation each year, great packages", day vacation each year great packages,great
478,479,56,Great senior management Great work life balance,2,Great senior management Great work life balance,great senior management great work life balance,"management, senior, work, balance"
479,480,56,Good work life balance. Good salary and benefits packages.,2,Good work life balance. Good salary and benefits packages.,good work life balance good salary and benefits packages ,"work, salary, benefits"
480,481,57,"Le persone sono carine, sanno cosa stanno facendo. Buon equilibrio lavoro-vita",3,"Le persone sono carine, sanno cosa stanno facendo. Buon equilibrio lavoro-vita",le persone sono carine sanno cosa stanno facendo buon equilibrio lavoro vita,
481,482,57,"flexible work time, good pension plan and extra business insurance benefit",2,"flexible work time, good pension plan and extra business insurance benefit",flexible work time good pension plan and extra business insurance benefit,"work, flexible, insurance"
482,483,57,Amazing team and work culture. Good performance of the business.,3,Amazing team and work culture. Good performance of the business.,amazing team and work culture good performance of the business ,work
483,484,57,Good Pay Work life balance Good brand name to work for,2,Good Pay Work life balance Good brand name to work for,good pay work life balance good brand name to work for,"work, balance"
484,485,57,No useless politics. Good Work. Flexible timing.,5,No useless politics. Good Work. Flexible timing.,no useless politics good work flexible timing ,
485,486,57,"Working with high ranks employees, executive directors, VPs and sometimes managing directors. The people we work with are all professionals.",3,"Working with high ranks employees, executive directors, VPs and sometimes managing directors. The people we work with are all professionals.",working with high ranks employees executive directors vps and sometimes managing directors the people we work with are all professionals ,"work, people"
486,487,57,"Good hike from previous employer, good salary and benefits like home drops and home pickups during odd hours, nice office, 24×7×365 canteen, good culture, well educated and decent colleagues, bonuses once a year, decent hikes, opportunity for internal job postings and to front-end roles, less politics",5,"Good hike from previous employer, good salary and benefits like home drops and home pickups during odd hours, nice office, ×× canteen, good culture, well educated and decent colleagues, bonuses once a year, decent hikes, opportunity for internal job postings and to front-end roles, less politics",good hike from previous employer good salary and benefits like home drops and home pickups during odd hours nice office canteen good culture well educated and decent colleagues bonuses once a year decent hikes opportunity for internal job postings and to front end roles less politics,"home, salary, benefits"
487,488,57,"Exposure to global financial industry, possibilities to grow and change positions within the firm",5,"Exposure to global financial industry, possibilities to grow and change positions within the firm",exposure to global financial industry possibilities to grow and change positions within the firm,
488,489,57,Good Infrastructure Friendly Environment Work is Recognized,2,Good Infrastructure Friendly Environment Work is Recognized,good infrastructure friendly environment work is recognized,
489,490,57,1. Good employee benefits 2. Manageable work load 3. Good payscale,2,. Good employee benefits . Manageable work load . Good payscale, good employee benefits manageable work load good payscale,"work, benefits"
490,491,58,"Awesome work culture, No micromanagement, helpful people",3,"Awesome work culture, No micromanagement, helpful people",awesome work culture no micromanagement helpful people,"work, people"
491,492,58,Some really smart people and interesting work,2,Some really smart people and interesting work,some really smart people and interesting work,"smart, work, people"
492,493,58,Compensated well Interesting work Intelligent co-workers Non-political environment,3,Compensated well Interesting work Intelligent co-workers Non-political environment,compensated well interesting work intelligent co workers non political environment,"work, environment"
493,494,58,"Competitive salary, nice benefits and great paid time off",2,"Competitive salary, nice benefits and great paid time off",competitive salary nice benefits and great paid time off,"great, benefits"
494,495,58,Good offices and benefits. Excellent work life balance.,5,Good offices and benefits. Excellent work life balance.,good offices and benefits excellent work life balance ,work
495,496,58,Very well positioned in the market. Generous vacation and comp structure,3,Very well positioned in the market. Generous vacation and comp structure,very well positioned in the market generous vacation and comp structure,
496,497,58,MSCI as a company has great and employee friendly policies. Good co-workers and stakeholders. Pay higher than market and great exposure.,5,MSCI as a company has great and employee friendly policies. Good co-workers and stakeholders. Pay higher than market and great exposure.,msci as a company has great and employee friendly policies good co workers and stakeholders pay higher than market and great exposure ,"great, friendly, company"
497,498,58,-variety of work. -good people to work with. -good benefits.,5,-variety of work. -good people to work with. -good benefits., variety of work good people to work with good benefits ,"work, people"
498,499,58,"Flexible hours, can work from home if needed. Good health medical. Not a lot OT. Good stable place.",2,"Flexible hours, can work from home if needed. Good health medical. Not a lot OT. Good stable place.",flexible hours can work from home if needed good health medical not a lot ot good stable place ,"work, home, health"
499,500,58,Has a decent culture for a company of it's size. You are not locked into a specific domain technology wise - there is as much room to grow as you have the desire and capacity for.,2,Has a decent culture for a company of it's size. You are not locked into a specific domain technology wise - there is as much room to grow as you have the desire and capacity for.,has a decent culture for a company of it s size you are not locked into a specific domain technology wise there is as much room to grow as you have the desire and capacity for ,"culture, company"
500,501,59,"Lenient management, Work is less, Party is more. Culture is good. Management Consists of people from Diverse background and Upper management consists people from IIMs.",3,"Lenient management, Work is less, Party is more. Culture is good. Management Consists of people from Diverse background and Upper management consists people from IIMs.",lenient management work is less party is more culture is good management consists of people from diverse background and upper management consists people from iims ,"management, people"
501,502,59,Have to opportunity to work from home if in the development space.,2,Have to opportunity to work from home if in the development space.,have to opportunity to work from home if in the development space ,"work, home"
502,503,59,Good work culture and work life balance,3,Good work culture and work life balance,good work culture and work life balance,"culture, work, balance"
503,504,59,Knowledgeable coworkers. The organization is loaded with top quality talent.,2,Knowledgeable coworkers. The organization is loaded with top quality talent.,knowledgeable coworkers the organization is loaded with top quality talent ,
504,505,59,Great work culture Friendly environment Opportunity to learn,5,Great work culture Friendly environment Opportunity to learn,great work culture friendly environment opportunity to learn,"culture, work, environment"
505,506,59,"Great benefits, good perks, nice people to work with",3,"Great benefits, good perks, nice people to work with",great benefits good perks nice people to work with,"work, people"
506,507,59,Best team mates. Everyone was so welcoming,5,Best team mates. Everyone was so welcoming,best team mates everyone was so welcoming,
507,508,59,Good work life balance. Good learning if self driven in the field of financial risk. Opportunities to move abroad if you’re in the right team.,5,Good work life balance. Good learning if self driven in the field of financial risk. Opportunities to move abroad if you’re in the right team.,good work life balance good learning if self driven in the field of financial risk opportunities to move abroad if you re in the right team ,work
508,509,59,Great company to work for,2,Great company to work for,great company to work for,"work, company"
509,510,59,They paid good compensation for the positions.,2,They paid good compensation for the positions.,they paid good compensation for the positions ,compensation
510,511,60,Some really smart people and interesting work,3,Some really smart people and interesting work,some really smart people and interesting work,"smart, work, people"
511,512,60,Work life balance is good,2,Work life balance is good,work life balance is good,balance
512,513,60,"nice office, good salary, pro colls",3,"nice office, good salary, pro colls",nice office good salary pro colls,
513,514,60,A friendly place to work for.,2,A friendly place to work for.,a friendly place to work for ,"work, friendly, place"
514,515,60,"Benefit is good, and most of the groups have very collegiate and dynamic work environment",5,"Benefit is good, and most of the groups have very collegiate and dynamic work environment",benefit is good and most of the groups have very collegiate and dynamic work environment,"work, environment"
515,516,60,Good work life balance presence,3,Good work life balance presence,good work life balance presence,"work, balance"
516,517,60,nice building in the middle of the financial district,5,nice building in the middle of the financial district,nice building in the middle of the financial district,
517,518,60,"Pay, work-life balance, smart people, industry standing",5,"Pay, work-life balance, smart people, industry standing",pay work life balance smart people industry standing,smart
518,519,60,"Great office, work environment, great team, agile, education for personal and professional growth, management transparency, benefits, HR resources.",2,"Great office, work environment, great team, agile, education for personal and professional growth, management transparency, benefits, HR resources.",great office work environment great team agile education for personal and professional growth management transparency benefits hr resources ,"work, management, great"
519,520,60,"Innovation is a priority, compensation and leave are competitive. Interesting business problems to solve. Opportunities to advance are plentiful.",2,"Innovation is a priority, compensation and leave are competitive. Interesting business problems to solve. Opportunities to advance are plentiful.",innovation is a priority compensation and leave are competitive interesting business problems to solve opportunities to advance are plentiful ,compensation
520,521,61,"good benefits , good pay and all",3,"good benefits , good pay and all",good benefits good pay and all,"pay, benefits"
521,522,61,"Pays well, has lots of passionate employees who go the extra mile, dynamic environment, diverse and multi-cultural teams, growing business with diverse set of products (i.e. offers broad range of learning opportunities and exposure to interesting types of problems to solve and clients), good and well known brand.",2,"Pays well, has lots of passionate employees who go the extra mile, dynamic environment, diverse and multi-cultural teams, growing business with diverse set of products (i.e. offers broad range of learning opportunities and exposure to interesting types of problems to solve and clients), good and well known brand.",pays well has lots of passionate employees who go the extra mile dynamic environment diverse and multi cultural teams growing business with diverse set of products i e offers broad range of learning opportunities and exposure to interesting types of problems to solve and clients good and well known brand ,
522,523,61,1. Good Place to Work. 2. Work Life Balance in most of the Teams. 3. Talented People.,3,. Good Place to Work. . Work Life Balance in most of the Teams. . Talented People., good place to work work life balance in most of the teams talented people ,
523,524,61,- Empowerment - Transparency from Senior Managment on down - Work with smart research and technology colleagues - Results driven organization - Extreme focus on shareholder value - An experienced and demanding management team,2,- Empowerment - Transparency from Senior Managment on down - Work with smart research and technology colleagues - Results driven organization - Extreme focus on shareholder value - An experienced and demanding management team, empowerment transparency from senior managment on down work with smart research and technology colleagues results driven organization extreme focus on shareholder value an experienced and demanding management team,"smart, management"
524,525,61,good salary as market standard.,5,good salary as market standard.,good salary as market standard ,salary
525,526,61,"Smart Employees, will make great friends there",3,"Smart Employees, will make great friends there",smart employees will make great friends there,great
526,527,61,Nice Increments Better Salary than Market Flexible timings Work From Home facility CFA and FRM Exam fees sponsored,5,Nice Increments Better Salary than Market Flexible timings Work From Home facility CFA and FRM Exam fees sponsored,nice increments better salary than market flexible timings work from home facility cfa and frm exam fees sponsored,
527,528,61,Cute office. Relatively high salary.,5,Cute office. Relatively high salary.,cute office relatively high salary ,
528,529,61,Multi-cultural and very friendly environment,2,Multi-cultural and very friendly environment,multi cultural and very friendly environment,"environment, friendly"
529,530,61,- Work/personal life balance - Mobility and career path - Market leader on index and analytic solutions,2,- Work/personal life balance - Mobility and career path - Market leader on index and analytic solutions, work personal life balance mobility and career path market leader on index and analytic solutions,balance
530,531,62,Cool boss Unique culture Fun (challenging) work Amazing benefits,3,Cool boss Unique culture Fun (challenging) work Amazing benefits,cool boss unique culture fun challenging work amazing benefits,"culture, work, benefits"
531,532,62,"work and life balance, nice people",2,"work and life balance, nice people",work and life balance nice people,"work, people"
532,533,62,Many teams in the office,3,Many teams in the office,many teams in the office,
533,534,62,"Global culture, people in different offices and departments really support each other. Work with very knowledgeable colleagues and can learn a lot.",2,"Global culture, people in different offices and departments really support each other. Work with very knowledgeable colleagues and can learn a lot.",global culture people in different offices and departments really support each other work with very knowledgeable colleagues and can learn a lot ,people
534,535,62,"Excellent pay, informal environment, friendly management.",5,"Excellent pay, informal environment, friendly management.",excellent pay informal environment friendly management ,friendly
535,536,62,Work and life balanced and reasonable support.,3,Work and life balanced and reasonable support.,work and life balanced and reasonable support ,
536,537,62,Brand in Finance Analytics legacy Top quality client list Global presence Cash flow business Comprehensive cyber security,5,Brand in Finance Analytics legacy Top quality client list Global presence Cash flow business Comprehensive cyber security,brand in finance analytics legacy top quality client list global presence cash flow business comprehensive cyber security,
537,538,62,"salary and benefits, work-life balance, office quality",5,"salary and benefits, work-life balance, office quality",salary and benefits work life balance office quality,salary
538,539,62,"Well paid, infrastructure,good place for a job not career",2,"Well paid, infrastructure,good place for a job not career",well paid infrastructure good place for a job not career,place
539,540,62,"- Great opportunities for growth and development - Friendly environment - Great diversity of use cases, investment problems and areas of expertise",2,"- Great opportunities for growth and development - Friendly environment - Great diversity of use cases, investment problems and areas of expertise", great opportunities for growth and development friendly environment great diversity of use cases investment problems and areas of expertise,environment
540,541,63,Good culture and opportunity for freshers,3,Good culture and opportunity for freshers,good culture and opportunity for freshers,culture
541,542,63,"Salary, people can get good exposure to new technologies, work from home facility",2,"Salary, people can get good exposure to new technologies, work from home facility",salary people can get good exposure to new technologies work from home facility,"home, work, people"
542,543,63,No work load and good work life balance,3,No work load and good work life balance,no work load and good work life balance,"work, balance"
543,544,63,"Great company to work with in terms of profile, exposure and pay",2,"Great company to work with in terms of profile, exposure and pay",great company to work with in terms of profile exposure and pay,"work, pay, company"
544,545,63,I found the work culture very chill. Management and planning of the work is excellent. Colleagues are very knowledgable. You get to work with a global team. Good salary however the increment is always linear irrespective of your performance.,5,I found the work culture very chill. Management and planning of the work is excellent. Colleagues are very knowledgable. You get to work with a global team. Good salary however the increment is always linear irrespective of your performance.,i found the work culture very chill management and planning of the work is excellent colleagues are very knowledgable you get to work with a global team good salary however the increment is always linear irrespective of your performance ,"work, salary, culture"
545,546,63,Very well organized with good colleagues to collaborate with.,3,Very well organized with good colleagues to collaborate with.,very well organized with good colleagues to collaborate with ,
546,547,63,"Good work Culture, Opportunities available to grow",5,"Good work Culture, Opportunities available to grow",good work culture opportunities available to grow,work
547,548,63,i enjoyed and liked working here.,5,i enjoyed and liked working here.,i enjoyed and liked working here ,working
548,549,63,"Highly skilled people, strong analytical competences, good compensation schemes",2,"Highly skilled people, strong analytical competences, good compensation schemes",highly skilled people strong analytical competences good compensation schemes,compensation
549,550,63,Great work culture and lots of chances to take additional responsibilities,2,Great work culture and lots of chances to take additional responsibilities,great work culture and lots of chances to take additional responsibilities,"culture, work"
550,551,64,Good work environment. Flexible work culture,3,Good work environment. Flexible work culture,good work environment flexible work culture,"culture, work"
551,552,64,Above market salary and competitive benefits Challenging roles Highly skilled employees Many learning opportunities,2,Above market salary and competitive benefits Challenging roles Highly skilled employees Many learning opportunities,above market salary and competitive benefits challenging roles highly skilled employees many learning opportunities,"salary, benefits"
552,553,64,great colleagues; collegiate; flexible; gives you breathing room; work from home opps; management is not in the office; good work life balance,3,great colleagues; collegiate; flexible; gives you breathing room; work from home opps; management is not in the office; good work life balance,great colleagues collegiate flexible gives you breathing room work from home opps management is not in the office good work life balance,"balance, management, home, work, great"
553,554,64,"Good environment, people and place",2,"Good environment, people and place",good environment people and place,"place, people"
554,555,64,Good environment and learning opportunity,5,Good environment and learning opportunity,good environment and learning opportunity,environment
555,556,64,Compensation and work ambience is good,3,Compensation and work ambience is good,compensation and work ambience is good,work
556,557,64,"Good environment, flexibility, growth opportunity",5,"Good environment, flexibility, growth opportunity",good environment flexibility growth opportunity,
557,558,64,Great benefits and laid back atmosphere,5,Great benefits and laid back atmosphere,great benefits and laid back atmosphere,benefits
558,559,64,"extremely smart employees, engaged in all of the growth areas of finance...factor investing, ESG, smart beta",2,"extremely smart employees, engaged in all of the growth areas of finance...factor investing, ESG, smart beta",extremely smart employees engaged in all of the growth areas of finance factor investing esg smart beta,smart
559,560,64,"Ambiente saludable y equilibrado con baja presión y gran libertad para desarrollar el trabajo. Existe la oportunidad de trabajar con nuevas tecnologías y soluciones a gran escala, lo que permite realizar propuestas y soluciones innovadoras. La oficina está bien localizada.",2,"Ambiente saludable y equilibrado con baja presión y gran libertad para desarrollar el trabajo. Existe la oportunidad de trabajar con nuevas tecnologías y soluciones a gran escala, lo que permite realizar propuestas y soluciones innovadoras. La oficina está bien localizada.",ambiente saludable y equilibrado con baja presión y gran libertad para desarrollar el trabajo existe la oportunidad de trabajar con nuevas tecnologías y soluciones a gran escala lo que permite realizar propuestas y soluciones innovadoras la oficina está bien localizada ,
560,561,65,"Good salary, smart people (though this has decreased in last couple yrs).",3,"Good salary, smart people (though this has decreased in last couple yrs).",good salary smart people though this has decreased in last couple yrs ,"smart, people"
561,562,65,It's a great experience,2,It's a great experience,it s a great experience,great
562,563,65,"Generally the people I worked with were quite intelligent, motivated and professional.",3,"Generally the people I worked with were quite intelligent, motivated and professional.",generally the people i worked with were quite intelligent motivated and professional ,people
563,564,65,Comp and culture is good,2,Comp and culture is good,comp and culture is good,culture
564,565,65,"You get to meet people with great backgrounds, typically from top universities or elite firms. The firm also has good work/life balance",5,"You get to meet people with great backgrounds, typically from top universities or elite firms. The firm also has good work/life balance",you get to meet people with great backgrounds typically from top universities or elite firms the firm also has good work life balance,"great, balance, people"
565,566,65,Work life balance and career path,3,Work life balance and career path,work life balance and career path,balance
566,567,65,Excelente ambiente laboral con flexibilidad de horarios. Prestaciones altamente competitivas. En general muy satisfecho con la compensación de la empresa.,5,Excelente ambiente laboral con flexibilidad de horarios. Prestaciones altamente competitivas. En general muy satisfecho con la compensación de la empresa.,excelente ambiente laboral con flexibilidad de horarios prestaciones altamente competitivas en general muy satisfecho con la compensación de la empresa ,
567,568,65,A work-life balance place. All colleagues are nice.,5,A work-life balance place. All colleagues are nice.,a work life balance place all colleagues are nice ,balance
568,569,65,"Great people, great solution",2,"Great people, great solution",great people great solution,great
569,570,65,Good work environment and team,2,Good work environment and team,good work environment and team,"work, environment"
570,571,66,"Tiene 20 días de vacaciones y puedes tomarlos desde el día 1 de tu ingreso, 10 días de sick day sin justificar, 30 días de aguinaldo, además de varios seguros adicionales a lo convencional, como seguro óptico y dental.",3,"Tiene días de vacaciones y puedes tomarlos desde el día de tu ingreso, días de sick day sin justificar, días de aguinaldo, además de varios seguros adicionales a lo convencional, como seguro óptico y dental.",tiene días de vacaciones y puedes tomarlos desde el día de tu ingreso días de sick day sin justificar días de aguinaldo además de varios seguros adicionales a lo convencional como seguro óptico y dental ,
571,572,66,"Salary, bonus, salary, bonus, salary",2,"Salary, bonus, salary, bonus, salary",salary bonus salary bonus salary,salary
572,573,66,"-Intelligent, driven, colleagues -Decent pay with good work life balance",3,"-Intelligent, driven, colleagues -Decent pay with good work life balance", intelligent driven colleagues decent pay with good work life balance,"work, balance, pay"
573,574,66,-People in the Boston office are great -Very flexible hours -Pay is good for what you're actually doing,2,-People in the Boston office are great -Very flexible hours -Pay is good for what you're actually doing, people in the boston office are great very flexible hours pay is good for what you re actually doing,"hours, flexible, great"
574,575,66,"Good work-life balance, Competitive pay, innovative, talent is appreciated",5,"Good work-life balance, Competitive pay, innovative, talent is appreciated",good work life balance competitive pay innovative talent is appreciated,
575,576,66,MSCI is a great place to work. Great compensation schemes and open to career development. It is a great place to begin a career in the financial services industry.,3,MSCI is a great place to work. Great compensation schemes and open to career development. It is a great place to begin a career in the financial services industry.,msci is a great place to work great compensation schemes and open to career development it is a great place to begin a career in the financial services industry ,"compensation, place, great"
576,577,66,"Autonomous working style, self starter appreciation",5,"Autonomous working style, self starter appreciation",autonomous working style self starter appreciation,working
577,578,66,Global team and high exposure,5,Global team and high exposure,global team and high exposure,
578,579,66,"Permite el home office, excelente empresa que permite el crecimiento del empleado así como trabajar desde diferentes partes del Mundo. Excelentes prestaciones y ambiente de trabajo muy competitivo.",2,"Permite el home office, excelente empresa que permite el crecimiento del empleado así como trabajar desde diferentes partes del Mundo. Excelentes prestaciones y ambiente de trabajo muy competitivo.",permite el home office excelente empresa que permite el crecimiento del empleado así como trabajar desde diferentes partes del mundo excelentes prestaciones y ambiente de trabajo muy competitivo ,home
579,580,66,World leading international company and great product offerings,2,World leading international company and great product offerings,world leading international company and great product offerings,"great, company"
580,581,67,Great Salary Ample leaves Great work life balance,3,Great Salary Ample leaves Great work life balance,great salary ample leaves great work life balance,"work, balance"
581,582,67,Benefits costs are low for employees. Good pay package!,2,Benefits costs are low for employees. Good pay package!,benefits costs are low for employees good pay package ,pay
582,583,67,Excellent work culture. Good benefits.,3,Excellent work culture. Good benefits.,excellent work culture good benefits ,work
583,584,67,Well recognized leader in the industry,2,Well recognized leader in the industry,well recognized leader in the industry,
584,585,67,"Good salary Work life balance No unnecessary processes, as in support industry Will give you high package",5,"Good salary Work life balance No unnecessary processes, as in support industry Will give you high package",good salary work life balance no unnecessary processes as in support industry will give you high package,"salary, balance"
